,Name,Location,Cuisine,Rating,Seating Capacity,Average Meal Price,Marketing Budget,Social Media Followers,Chef Experience Years,Number of Reviews,Avg Review Length,Ambience Score,Service Quality Score,Parking Availability,Weekend Reservations,Weekday Reservations,Revenue
6325,Restaurant 6325,Downtown,American,3.1,74,41.12,2380,31684,11,233,274.7282719464837,5.0,1.5,No,33,26,688687.0
6326,Restaurant 6326,Suburban,French,3.5,50,59.96,1234,19597,3,316,275.0652475172783,8.3,7.0,Yes,21,31,673792.77
6327,Restaurant 6327,Downtown,American,4.0,87,36.97,4538,53989,14,519,140.0905973033043,3.2,7.1,Yes,86,19,737965.71
6328,Restaurant 6328,Downtown,Italian,4.0,86,47.46,7926,85615,12,154,173.04324159754628,8.0,3.0,Yes,72,61,934151.57
6329,Restaurant 6329,Downtown,Indian,4.2,78,33.09,4118,48956,14,227,78.72383409473514,2.8,4.7,No,52,12,594189.94
6330,Restaurant 6330,Downtown,Mexican,4.0,78,25.11,6779,69925,15,750,62.773839413235706,7.4,6.2,Yes,54,41,468279.22
6331,Restaurant 6331,Downtown,Indian,4.9,90,40.09,9415,98226,9,712,64.69436736149024,8.2,6.4,Yes,26,65,830579.89
6332,Restaurant 6332,Suburban,Mexican,3.5,59,32.55,3016,35583,19,431,192.192402437678,8.7,5.6,Yes,58,42,457148.7
6333,Restaurant 6333,Suburban,Italian,3.5,69,52.59,2766,29416,12,162,130.35078849196236,5.6,4.3,No,25,48,821420.36
6334,Restaurant 6334,Downtown,Mexican,4.8,86,31.3,4165,48962,7,335,194.8889043066573,4.0,1.6,Yes,40,78,612363.2
6335,Restaurant 6335,Suburban,Italian,3.2,62,52.58,912,15749,17,172,198.16608810884557,8.0,1.2,Yes,6,26,739713.25
6336,Restaurant 6336,Rural,American,4.2,33,45.8,2807,34733,14,137,276.7655927603321,3.9,5.1,No,23,11,357274.95
6337,Restaurant 6337,Downtown,Japanese,4.4,87,69.24,6097,66812,15,586,270.5708120128145,2.3,2.8,Yes,72,39,1358123.46
6338,Restaurant 6338,Rural,Mexican,4.0,47,32.84,1199,15822,14,591,229.64586970420257,8.5,9.4,Yes,42,9,366418.56
6339,Restaurant 6339,Suburban,Italian,4.4,58,48.95,4072,42696,19,728,254.62583933677132,4.7,6.8,No,6,27,657827.05
6340,Restaurant 6340,Suburban,Indian,3.3,52,39.4,1217,12541,19,635,50.78990992379382,6.1,6.3,Yes,36,3,479146.35
6341,Restaurant 6341,Rural,Italian,4.7,36,54.44,4383,52053,14,941,53.88378412988955,9.3,4.7,Yes,3,3,461590.75
6342,Restaurant 6342,Suburban,Indian,3.3,64,39.92,3140,32829,8,956,164.64682805091297,2.2,4.0,Yes,62,27,582435.05
6343,Restaurant 6343,Downtown,Mexican,3.8,78,25.06,6685,69934,13,634,213.42342787654937,6.0,2.6,No,74,41,463049.02
6344,Restaurant 6344,Rural,French,3.2,38,58.28,1318,14915,4,469,248.5210517402636,6.0,1.5,No,3,28,498223.59
6345,Restaurant 6345,Downtown,Indian,4.1,73,31.47,6269,68155,12,673,161.81674504605758,8.8,6.7,Yes,54,11,539063.69
6346,Restaurant 6346,Rural,Italian,4.3,47,49.99,3166,31312,1,772,285.0418297663443,4.1,8.0,No,26,21,531805.2
6347,Restaurant 6347,Suburban,Mexican,4.9,66,30.45,2372,26742,5,741,253.7463153548139,4.6,8.7,Yes,5,7,458516.8
6348,Restaurant 6348,Rural,Italian,4.5,50,47.81,1574,20447,4,566,75.68890729679244,5.7,7.5,No,16,17,540212.58
6349,Restaurant 6349,Rural,French,4.1,35,62.96,2823,29361,16,893,160.04458263537782,2.5,9.1,No,11,25,514143.51
6350,Restaurant 6350,Downtown,Japanese,4.9,76,67.97,7532,84271,19,763,298.71955626707285,5.2,9.8,No,0,59,1178840.46
6351,Restaurant 6351,Suburban,French,4.0,59,64.39,2358,25506,19,305,152.48546108831968,4.9,9.7,Yes,28,8,866023.53
6352,Restaurant 6352,Downtown,American,4.1,79,36.95,2497,29895,3,703,146.567448546522,2.8,6.3,No,71,60,658308.65
6353,Restaurant 6353,Suburban,Mexican,4.2,55,29.04,3705,40294,16,965,123.52008934974344,8.5,3.0,No,50,35,383507.4
6354,Restaurant 6354,Downtown,French,3.8,75,61.84,5008,56761,7,581,171.62225061407506,4.9,2.0,No,57,30,1043064.13
6355,Restaurant 6355,Rural,Japanese,4.7,48,71.66,4206,49351,5,989,232.4642786287073,3.8,9.9,Yes,29,5,778330.91
6356,Restaurant 6356,Downtown,Italian,3.4,77,45.86,2194,24960,1,149,61.86797873081544,2.2,3.8,Yes,29,17,784283.74
6357,Restaurant 6357,Suburban,Mexican,4.1,58,34.31,3258,32850,11,330,258.929404949006,1.8,1.3,Yes,57,48,459147.67
6358,Restaurant 6358,Suburban,Indian,4.4,50,36.58,1715,22190,17,218,279.3949024226516,9.6,4.5,Yes,3,39,430255.36
6359,Restaurant 6359,Rural,French,4.8,45,64.57,2274,27457,12,415,245.2731391835892,10.0,7.7,No,23,43,667062.82
6360,Restaurant 6360,Suburban,Japanese,4.8,55,74.54,1956,24605,18,432,278.9087196614218,9.1,9.0,Yes,25,9,932446.91
6361,Restaurant 6361,Downtown,French,4.0,77,61.01,5719,65987,2,374,73.72611945033853,5.1,5.3,Yes,71,71,1057300.9
6362,Restaurant 6362,Rural,American,4.3,44,45.02,3526,41866,10,282,162.52690406298854,8.3,3.6,Yes,30,24,460140.1
6363,Restaurant 6363,Suburban,Mexican,3.8,61,34.33,2118,25781,19,140,67.76061412329055,8.5,8.0,Yes,17,33,492327.02
6364,Restaurant 6364,Suburban,Italian,3.9,59,55.54,2501,30655,16,819,259.208989823195,3.7,5.5,No,33,35,748931.31
6365,Restaurant 6365,Downtown,Japanese,4.8,85,74.36,3506,43123,8,957,288.13669027066715,6.3,1.8,Yes,58,5,1410275.23
6366,Restaurant 6366,Downtown,French,4.9,84,64.03,8637,88562,2,77,124.43780265956786,9.6,9.0,Yes,32,22,1210191.1
6367,Restaurant 6367,Rural,Mexican,4.8,40,30.16,1554,20014,5,93,183.8486614384403,3.5,6.9,Yes,39,35,280151.14
6368,Restaurant 6368,Suburban,French,3.3,56,57.33,1073,18455,4,702,124.41887229361068,7.0,1.3,Yes,8,19,716729.28
6369,Restaurant 6369,Downtown,Mexican,4.7,77,35.02,5985,59743,4,646,144.71812887405088,7.0,1.1,No,39,60,615315.89
6370,Restaurant 6370,Rural,American,4.9,40,42.95,1391,22731,1,860,169.13940604335264,5.1,1.8,Yes,1,22,386622.9
6371,Restaurant 6371,Suburban,French,3.7,58,58.1,2255,29477,15,360,247.7006230533165,5.4,8.4,Yes,42,54,771040.15
6372,Restaurant 6372,Suburban,American,4.0,56,38.75,3118,35377,13,953,86.74937107886625,5.1,5.3,No,38,22,504106.85
6373,Restaurant 6373,Rural,Indian,4.6,44,37.55,1369,20478,17,941,89.26357578309381,5.7,4.0,No,20,35,390706.45
6374,Restaurant 6374,Rural,Indian,4.1,44,35.26,2643,33966,6,881,100.46551650140128,2.3,3.2,Yes,13,21,357139.0
6375,Restaurant 6375,Downtown,Japanese,5.0,85,65.9,5302,56486,13,422,63.28804064291314,8.2,5.6,No,41,41,1263653.6
6376,Restaurant 6376,Suburban,American,3.9,52,36.56,1400,18112,12,829,210.86623051770547,6.9,1.7,No,45,8,439246.56
6377,Restaurant 6377,Suburban,Mexican,4.4,65,33.2,2060,28120,12,346,97.46607171366352,9.8,6.6,Yes,16,28,499450.8
6378,Restaurant 6378,Suburban,Japanese,4.6,64,68.61,3504,40585,10,93,159.3844974440403,3.2,4.4,No,32,20,986476.73
6379,Restaurant 6379,Rural,French,4.0,30,60.58,1173,16225,2,60,221.3975831968493,2.3,8.7,Yes,10,5,409110.05
6380,Restaurant 6380,Downtown,French,4.7,83,63.43,6143,67449,15,836,162.23666340124873,4.1,7.8,Yes,41,61,1194645.92
6381,Restaurant 6381,Suburban,Mexican,4.1,60,33.26,3384,34721,19,430,276.50427372101353,5.6,1.2,No,47,36,469869.03
6382,Restaurant 6382,Rural,Italian,3.8,32,46.84,1789,26097,4,877,242.2920377247496,2.8,2.5,Yes,4,4,341021.79
6383,Restaurant 6383,Suburban,Italian,3.2,58,46.08,814,6955,14,761,118.25554631771918,5.1,5.3,No,7,29,609257.79
6384,Restaurant 6384,Downtown,French,3.8,75,61.5,3609,39053,1,972,82.6024640436548,6.8,6.9,Yes,3,66,1031541.15
6385,Restaurant 6385,Suburban,Mexican,4.5,65,33.16,1840,23174,1,554,273.6094494977186,1.5,7.4,No,10,32,483902.02
6386,Restaurant 6386,Downtown,Italian,4.8,80,46.64,7976,88205,18,248,149.22691664933274,7.8,8.3,No,20,60,863784.25
6387,Restaurant 6387,Downtown,American,3.5,87,39.09,5328,53311,15,518,145.62795674667305,9.5,1.4,No,3,47,778879.82
6388,Restaurant 6388,Suburban,French,3.7,66,64.57,2908,32341,11,170,252.50101893847688,3.4,1.2,No,12,42,956400.61
6389,Restaurant 6389,Suburban,Indian,3.3,66,40.39,2963,34501,18,972,52.338697301064144,8.0,6.4,No,30,27,619412.84
6390,Restaurant 6390,Downtown,American,4.4,72,39.99,5164,52815,10,63,162.77807134134449,4.8,7.5,No,52,19,660064.36
6391,Restaurant 6391,Rural,Mexican,4.9,48,25.87,4558,52616,4,526,228.58001652131907,7.0,8.1,Yes,3,42,295179.39
6392,Restaurant 6392,Downtown,Indian,4.3,84,32.83,7856,87201,14,457,262.1716159208876,7.7,2.4,No,15,73,642937.77
6393,Restaurant 6393,Suburban,American,4.2,59,37.56,1642,19326,18,625,271.3022134822803,3.7,9.7,No,50,50,518448.06
6394,Restaurant 6394,Suburban,Italian,4.1,57,47.63,1878,23035,1,781,166.4200422107749,8.1,3.1,Yes,39,27,609839.62
6395,Restaurant 6395,Rural,Italian,3.2,46,50.43,3073,36335,7,713,261.9268892470466,1.9,3.3,No,41,44,529770.62
6396,Restaurant 6396,Downtown,Indian,4.5,73,36.42,4868,53526,4,807,58.94044017044449,9.9,2.4,No,55,7,606246.88
6397,Restaurant 6397,Downtown,Japanese,4.2,77,66.35,3292,32202,4,947,126.35638885521357,4.0,1.4,No,67,64,1142694.0
6398,Restaurant 6398,Downtown,French,4.3,71,64.78,4242,51435,18,997,52.62457563106008,3.0,8.3,Yes,38,16,1045341.09
6399,Restaurant 6399,Suburban,Indian,4.8,57,36.82,4492,51514,9,144,91.38134334130416,2.2,1.1,No,41,19,482084.96
6400,Restaurant 6400,Downtown,Mexican,4.6,76,31.57,2012,24656,2,317,231.18281788244775,8.3,5.2,Yes,44,12,540853.8
6401,Restaurant 6401,Rural,French,4.6,38,65.86,2298,23687,5,242,51.10603988702624,6.3,1.8,Yes,22,12,564491.51
6402,Restaurant 6402,Suburban,American,4.9,67,41.91,1183,13804,6,493,180.76387376091603,9.6,1.4,No,44,30,632997.47
6403,Restaurant 6403,Suburban,Mexican,5.0,66,35.22,1073,18467,3,107,153.49653775715117,6.8,9.4,Yes,1,21,523691.57
6404,Restaurant 6404,Downtown,Mexican,4.2,70,28.15,7406,77734,19,143,80.71769766197477,4.1,8.4,Yes,2,14,472521.6
6405,Restaurant 6405,Rural,Italian,3.2,41,47.64,1070,17472,5,347,221.4085709710343,8.5,4.6,No,20,14,444101.92
6406,Restaurant 6406,Suburban,American,3.9,53,40.68,3483,34366,9,562,223.28096621187655,3.5,5.1,No,7,33,495166.76
6407,Restaurant 6407,Suburban,Italian,4.6,66,50.59,3254,32939,6,455,231.5871353756054,3.6,8.8,No,3,46,753344.72
6408,Restaurant 6408,Downtown,Italian,3.1,76,47.49,2864,30752,5,411,241.32688756067583,1.3,8.2,Yes,35,35,810153.46
6409,Restaurant 6409,Downtown,Japanese,3.1,72,72.7,1890,17282,6,377,128.7479792330024,3.3,7.2,No,55,12,1166907.6
6410,Restaurant 6410,Rural,Italian,3.1,30,45.33,1161,14019,15,958,298.53232224120245,3.4,5.8,No,15,19,323317.77
6411,Restaurant 6411,Downtown,French,4.5,88,62.6,8734,96211,11,255,68.23843489578573,3.7,6.5,No,72,24,1246958.35
6412,Restaurant 6412,Rural,Mexican,4.0,31,30.03,2234,23386,18,242,211.92384190883092,4.3,4.5,No,7,20,232088.78
6413,Restaurant 6413,Suburban,Italian,3.7,55,52.58,2132,26693,19,273,292.6937743333497,6.2,5.8,Yes,13,21,665192.47
6414,Restaurant 6414,Rural,Indian,3.2,40,35.25,3151,30564,12,87,106.07761538579744,2.9,5.9,Yes,37,2,332993.45
6415,Restaurant 6415,Rural,French,4.5,50,65.75,1363,13746,12,497,119.5312321043601,6.7,8.8,No,2,40,746199.8
6416,Restaurant 6416,Rural,American,3.6,33,38.68,2033,22160,7,893,193.9943595797985,2.2,3.0,Yes,9,28,296515.02
6417,Restaurant 6417,Suburban,Mexican,3.5,50,35.81,3030,30888,16,869,245.31439922318572,9.4,3.2,No,32,40,424825.22
6418,Restaurant 6418,Downtown,Indian,4.3,80,30.71,1960,22773,12,542,132.23674572615784,1.2,2.9,No,52,67,560906.34
6419,Restaurant 6419,Suburban,Indian,4.1,65,37.52,3169,38462,4,160,259.1937909121113,9.2,6.2,Yes,17,53,555420.2
6420,Restaurant 6420,Downtown,American,3.7,75,40.0,3690,40214,10,301,110.26094658591774,5.9,7.3,Yes,37,39,684787.7
6421,Restaurant 6421,Rural,Indian,4.3,40,39.04,1513,23650,17,897,268.59167133545554,7.4,3.1,Yes,26,20,371282.24
6422,Restaurant 6422,Rural,French,3.5,37,63.69,1088,10424,15,521,113.23828103381992,3.7,7.1,Yes,29,30,543432.98
6423,Restaurant 6423,Rural,American,4.6,49,43.8,1892,19165,8,541,204.3587889178204,2.6,6.7,No,9,33,489385.65
6424,Restaurant 6424,Rural,Indian,3.5,30,31.04,3056,30000,14,645,139.447803284945,9.5,3.9,No,7,16,232720.72
6425,Restaurant 6425,Rural,American,3.3,43,44.05,3099,29632,18,540,130.4565280880447,5.0,3.1,Yes,39,25,446898.15
6426,Restaurant 6426,Downtown,American,4.6,90,37.35,4949,50756,8,413,138.49889235174578,5.3,8.9,No,13,88,765828.15
6427,Restaurant 6427,Downtown,Italian,4.4,90,45.28,2015,22014,14,209,174.80035361403796,9.9,6.1,No,46,3,921228.72
6428,Restaurant 6428,Rural,Italian,3.4,31,47.4,1213,10567,16,561,261.26214665344526,4.0,7.3,No,30,27,349620.25
6429,Restaurant 6429,Suburban,Italian,3.2,55,50.27,2479,27421,19,716,239.8295590077032,1.9,9.3,Yes,6,38,638835.58
6430,Restaurant 6430,Suburban,Indian,4.7,58,38.16,4112,41070,7,147,162.33522156524293,6.3,2.8,Yes,10,27,506185.74
6431,Restaurant 6431,Rural,Mexican,4.6,43,27.4,3785,42457,17,750,120.5400723381108,6.0,4.2,No,30,37,291261.95
6432,Restaurant 6432,Downtown,French,3.7,77,56.24,7387,79808,5,647,263.57524524309105,8.0,4.9,Yes,56,65,982995.06
6433,Restaurant 6433,Suburban,Indian,4.3,52,37.11,3979,39353,13,623,267.54625296589074,9.6,3.1,No,25,51,453961.19
6434,Restaurant 6434,Suburban,Italian,3.2,59,55.82,3118,35907,18,308,163.41907515691338,3.8,8.6,Yes,21,2,753822.43
6435,Restaurant 6435,Suburban,American,4.0,67,41.61,3214,37026,18,130,223.96146457290385,7.5,1.8,No,59,28,643745.9
6436,Restaurant 6436,Rural,Indian,3.0,49,37.6,1573,23336,19,943,142.3158909766051,4.9,3.2,No,42,27,434542.3
6437,Restaurant 6437,Suburban,American,3.8,58,41.17,1323,17135,18,511,87.27442013084226,8.1,2.7,Yes,14,37,552304.26
6438,Restaurant 6438,Suburban,American,3.1,58,43.61,2822,27941,17,908,130.3707257116867,2.5,9.6,No,49,26,587701.02
6439,Restaurant 6439,Suburban,American,4.0,68,45.73,866,9413,4,408,220.5210796438874,5.5,6.6,Yes,28,6,695201.63
6440,Restaurant 6440,Suburban,Japanese,3.8,62,70.99,3249,40043,17,517,242.35241588465723,1.7,7.4,Yes,30,20,996911.37
6441,Restaurant 6441,Downtown,Mexican,3.9,70,29.58,3129,33772,19,415,262.9138482674018,6.1,2.0,No,9,37,485084.18
6442,Restaurant 6442,Rural,French,3.1,46,64.46,2287,22127,8,144,54.42817501924112,2.5,2.7,Yes,13,13,666470.85
6443,Restaurant 6443,Rural,French,3.7,33,65.67,1599,20198,1,538,171.60153230611144,9.6,8.3,Yes,8,22,491001.59
6444,Restaurant 6444,Downtown,Italian,4.5,73,46.42,1874,28197,7,336,118.48052757971335,6.0,6.1,No,28,51,763726.57
6445,Restaurant 6445,Downtown,Japanese,3.7,85,71.36,4436,47216,8,782,220.98987849200472,5.8,1.4,Yes,19,72,1357038.96
6446,Restaurant 6446,Rural,Indian,4.4,45,38.72,2385,27085,5,753,111.33283386228308,9.8,6.1,No,14,44,403219.11
6447,Restaurant 6447,Suburban,Indian,3.7,64,35.87,1219,16751,9,731,191.57005166655483,5.5,5.3,Yes,52,50,524940.71
6448,Restaurant 6448,Suburban,French,3.8,55,59.5,2786,29763,7,619,227.9906631152518,7.1,2.4,No,39,22,738962.15
6449,Restaurant 6449,Rural,Mexican,4.1,34,32.21,943,13282,4,92,242.51622991043848,1.4,6.3,Yes,31,4,251075.61
6450,Restaurant 6450,Suburban,American,4.9,59,37.97,1904,19985,8,721,117.36707256319782,7.4,2.6,No,56,13,511527.55
6451,Restaurant 6451,Downtown,Italian,3.2,76,48.84,3643,42645,2,207,71.95803661133574,1.9,8.3,No,19,14,829615.43
6452,Restaurant 6452,Suburban,Mexican,3.1,56,35.92,1709,18047,5,284,104.67834187078888,8.0,6.6,No,20,14,458078.01
6453,Restaurant 6453,Suburban,French,4.2,59,62.0,1562,15922,3,524,199.78285343449815,8.9,8.8,Yes,35,34,821417.1
6454,Restaurant 6454,Suburban,Japanese,4.9,59,74.6,3299,40193,5,900,60.11229640754957,3.8,4.8,Yes,27,10,984724.95
6455,Restaurant 6455,Rural,Italian,5.0,44,53.89,2868,35125,1,944,89.715483692839,8.9,5.6,Yes,37,28,538983.14
6456,Restaurant 6456,Downtown,French,4.0,75,62.17,7531,80312,7,461,298.8686819118729,5.3,7.8,Yes,53,36,1056459.48
6457,Restaurant 6457,Suburban,Indian,3.9,51,39.25,3204,39518,10,862,145.5828591539031,6.1,5.9,Yes,5,7,463360.15
6458,Restaurant 6458,Rural,Italian,4.3,37,48.16,3732,38232,16,443,174.13156859018375,4.7,6.1,Yes,4,20,421191.92
6459,Restaurant 6459,Suburban,French,4.1,69,62.01,3819,38855,1,193,52.75179064872591,5.3,6.0,Yes,23,14,954034.73
6460,Restaurant 6460,Downtown,Indian,4.3,84,36.5,5341,56065,17,976,197.9769479239077,9.2,5.4,Yes,34,44,711367.75
6461,Restaurant 6461,Suburban,Indian,4.7,70,36.85,3903,41237,4,59,131.32467110805118,9.5,8.3,Yes,28,7,587134.6
6462,Restaurant 6462,Downtown,American,4.5,90,36.85,7963,81330,16,560,182.5483073685872,5.0,5.4,No,77,23,768329.5
6463,Restaurant 6463,Suburban,Japanese,4.0,67,68.05,1380,16804,9,379,181.5295858547056,5.6,9.1,Yes,47,31,1023823.75
6464,Restaurant 6464,Downtown,American,3.9,74,38.15,5964,64350,8,909,291.86436230880975,2.0,8.3,No,21,70,648862.05
6465,Restaurant 6465,Suburban,French,4.3,53,61.62,3790,46198,19,317,117.06424963103107,3.9,7.2,No,39,24,752284.3
6466,Restaurant 6466,Downtown,Mexican,3.9,79,35.7,2423,26913,17,530,192.6082301255067,5.6,9.1,No,29,45,650677.65
6467,Restaurant 6467,Suburban,American,3.9,68,45.49,1471,14250,10,205,145.38814910575158,2.8,5.8,Yes,61,9,698250.38
6468,Restaurant 6468,Suburban,Mexican,3.0,63,27.5,2295,26875,17,579,155.49995249349132,6.2,8.4,Yes,41,54,412274.25
6469,Restaurant 6469,Rural,Indian,3.3,42,33.35,1194,14326,16,997,63.88976564423631,7.2,3.2,No,14,7,333154.95
6470,Restaurant 6470,Rural,French,4.0,39,55.4,2561,26709,9,973,222.11325317630624,6.8,1.7,No,8,0,493987.55
6471,Restaurant 6471,Downtown,Japanese,4.6,75,69.39,3533,42797,5,333,98.82135198323056,5.0,7.2,Yes,19,8,1160809.63
6472,Restaurant 6472,Suburban,Mexican,3.6,62,34.18,901,15508,2,540,167.12222757742802,7.9,3.7,Yes,3,41,476606.86
6473,Restaurant 6473,Downtown,French,4.0,90,65.07,6916,76593,14,792,158.56740863708342,3.9,6.7,No,64,47,1324840.12
6474,Restaurant 6474,Rural,Mexican,3.7,40,27.6,3693,41419,17,319,167.0352791108453,5.2,1.7,No,17,25,271633.65
6475,Restaurant 6475,Downtown,American,3.2,84,37.92,2877,30719,13,313,143.8864989905574,3.4,9.6,Yes,67,9,726435.69
6476,Restaurant 6476,Downtown,French,4.9,71,57.43,7244,77086,13,527,110.59635367662534,6.4,5.6,Yes,27,57,932577.49
6477,Restaurant 6477,Rural,American,4.7,44,38.85,3738,46706,13,405,162.17851323394845,5.0,1.1,No,6,17,400054.45
6478,Restaurant 6478,Suburban,Italian,3.2,68,53.85,3164,37035,18,308,61.55488124139024,3.0,5.3,Yes,13,58,835121.3
6479,Restaurant 6479,Downtown,French,4.4,86,62.12,2485,25683,1,251,110.58063812840668,3.8,8.1,No,39,56,1188333.13
6480,Restaurant 6480,Rural,Mexican,3.7,49,33.65,2887,34072,4,186,246.21209288886104,3.5,8.8,No,37,2,378966.6
6481,Restaurant 6481,Suburban,Italian,5.0,67,51.41,1506,24691,5,96,260.70509704444123,9.2,5.2,No,16,27,772435.11
6482,Restaurant 6482,Rural,American,3.6,35,37.84,2289,25767,11,112,228.8273345399141,5.7,2.1,Yes,5,16,310684.09
6483,Restaurant 6483,Downtown,American,3.5,84,37.51,2614,29527,2,985,208.1410077591728,6.9,9.2,Yes,60,14,710227.05
6484,Restaurant 6484,Suburban,Mexican,4.1,66,25.1,3605,43253,2,126,252.81643982902656,9.4,9.8,No,25,34,383698.45
6485,Restaurant 6485,Suburban,Italian,4.7,58,53.59,1269,18323,16,903,81.95773114959277,2.6,1.6,Yes,50,57,709159.96
6486,Restaurant 6486,Rural,Indian,3.4,41,39.32,1432,20227,3,682,181.3135345093278,9.4,1.7,Yes,40,24,368644.11
6487,Restaurant 6487,Rural,Japanese,4.4,34,73.45,2629,30138,6,969,79.07891245411459,5.9,6.1,No,3,12,567398.85
6488,Restaurant 6488,Rural,Mexican,3.1,43,25.82,1127,18038,4,504,244.46651877724665,8.7,5.8,No,27,1,258720.3
6489,Restaurant 6489,Suburban,American,4.8,57,43.38,3046,39770,5,62,180.13909635121615,2.5,6.3,No,12,34,559589.52
6490,Restaurant 6490,Suburban,French,3.2,66,55.5,2742,30948,7,439,252.50622129716015,3.5,3.9,Yes,45,56,825040.9
6491,Restaurant 6491,Downtown,Italian,4.8,78,46.16,2721,32204,7,507,249.7658562684656,2.7,1.5,No,23,60,808142.1
6492,Restaurant 6492,Suburban,Indian,4.0,52,34.85,3838,42730,17,740,166.5530942106637,6.9,6.2,Yes,29,21,431537.8
6493,Restaurant 6493,Downtown,Japanese,3.9,76,70.24,3110,35696,6,877,174.21857369571336,2.3,2.4,Yes,9,10,1186962.92
6494,Restaurant 6494,Rural,French,4.9,41,63.98,4725,50807,4,892,57.06687379914761,8.1,4.1,Yes,1,3,596244.19
6495,Restaurant 6495,Rural,Italian,5.0,32,52.47,4671,56190,2,718,180.8783225942954,3.3,6.2,No,10,29,387758.09
6496,Restaurant 6496,Suburban,Indian,4.3,58,31.69,1630,15868,6,577,219.3661940176088,3.3,2.9,No,54,24,418490.6
6497,Restaurant 6497,Rural,Mexican,3.3,43,27.49,2641,27645,7,807,108.4139243891419,3.5,5.9,No,28,33,279207.97
6498,Restaurant 6498,Rural,Indian,4.0,47,33.14,2807,36283,2,517,296.63179262520066,7.7,7.4,No,0,45,359209.97
6499,Restaurant 6499,Suburban,Mexican,4.1,60,26.36,3011,29299,18,753,293.7072184703528,9.3,1.6,Yes,16,4,377835.05
6500,Restaurant 6500,Downtown,Italian,4.0,73,48.16,6598,66905,10,390,120.70764870089918,9.2,6.6,Yes,21,40,804793.93
6501,Restaurant 6501,Suburban,Indian,4.1,57,38.01,3642,38767,7,104,228.2433141159013,1.9,5.6,No,25,32,495004.75
6502,Restaurant 6502,Downtown,Japanese,3.0,87,67.66,3695,36098,9,462,57.50041704048007,3.4,1.9,No,73,43,1316895.94
6503,Restaurant 6503,Suburban,Indian,4.4,62,39.19,3529,44484,19,383,216.4381776913037,7.0,7.4,Yes,7,6,567114.99
6504,Restaurant 6504,Suburban,Italian,4.4,53,50.16,1540,20097,19,360,206.00412189039372,6.6,3.8,Yes,19,27,612749.33
6505,Restaurant 6505,Rural,French,3.2,39,58.55,2906,37254,2,237,255.53991488231205,4.2,2.6,No,21,19,514513.25
6506,Restaurant 6506,Suburban,French,4.1,57,59.54,840,15696,12,730,126.09127021943372,8.8,3.5,Yes,56,9,768762.72
6507,Restaurant 6507,Suburban,Indian,4.1,61,37.8,3863,43662,19,769,269.50253820378634,2.2,5.9,No,51,29,540559.8
6508,Restaurant 6508,Downtown,Indian,4.4,88,35.68,5364,56101,6,570,264.49375678114336,6.8,6.2,Yes,47,66,716147.85
6509,Restaurant 6509,Rural,Mexican,3.2,41,25.08,2010,18730,1,55,217.40074006664187,3.5,2.5,Yes,23,27,234508.82
6510,Restaurant 6510,Downtown,Italian,4.3,71,55.15,7762,85501,15,663,168.08371723881623,5.7,9.4,No,21,39,900630.4
6511,Restaurant 6511,Downtown,Mexican,3.6,77,25.73,6188,68495,19,462,204.6003103694129,4.5,4.0,No,48,30,472772.68
6512,Restaurant 6512,Rural,Japanese,4.0,42,75.32,2350,26042,14,707,232.48969223996835,9.8,3.4,No,27,1,721743.42
6513,Restaurant 6513,Rural,French,4.5,30,55.31,3675,37623,13,329,293.8128474366715,5.4,2.7,No,1,17,389483.93
6514,Restaurant 6514,Rural,American,4.4,32,43.48,2377,28009,5,100,80.43204780923683,9.8,2.1,Yes,25,9,322302.11
6515,Restaurant 6515,Suburban,American,3.2,51,40.88,830,10679,2,834,128.26819522748906,3.3,9.8,Yes,41,31,471529.03
6516,Restaurant 6516,Rural,Italian,4.2,49,50.56,3772,37372,15,277,245.1790782941988,7.9,7.1,No,36,47,577336.44
6517,Restaurant 6517,Rural,Italian,4.9,37,45.8,4758,55994,16,326,152.2950056008449,7.5,8.1,No,3,7,405964.1
6518,Restaurant 6518,Rural,American,3.3,32,37.63,1969,22004,7,644,218.11999286591487,8.6,4.6,Yes,4,20,283555.86
6519,Restaurant 6519,Downtown,Italian,4.7,90,53.55,9161,97359,6,367,83.27949358682555,7.2,4.7,No,20,84,1092333.15
6520,Restaurant 6520,Downtown,French,4.4,84,64.8,8214,87198,17,396,227.2904009221429,7.1,9.9,No,25,42,1239375.3
6521,Restaurant 6521,Suburban,Japanese,4.5,51,70.82,2971,38530,1,166,218.51595467570775,6.9,2.8,Yes,14,45,807731.96
6522,Restaurant 6522,Downtown,Japanese,3.6,86,68.89,4275,50651,6,124,196.4550167009029,9.9,3.9,Yes,46,84,1328523.01
6523,Restaurant 6523,Suburban,Mexican,3.6,55,25.66,3482,35970,6,523,241.30949130416988,3.1,2.8,Yes,14,30,327221.24
6524,Restaurant 6524,Downtown,French,4.8,70,62.5,9528,103777,4,422,270.0280581244882,1.3,3.5,Yes,0,26,986474.85
6525,Restaurant 6525,Rural,Italian,3.7,33,48.06,1920,24928,8,359,257.32565171298177,7.1,7.0,No,25,28,369771.2
6526,Restaurant 6526,Downtown,Italian,3.1,88,45.61,3326,40731,9,956,81.89352386528857,2.6,3.8,Yes,9,77,904055.93
6527,Restaurant 6527,Suburban,Mexican,4.2,56,32.32,3541,35105,10,220,236.0983426543731,7.1,8.9,Yes,19,8,422751.87
